Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating,Score_Diff
Manhunt                                     ,PS2 ,2003,Action      ,Take-Two Interactive       ,0.6,0.5,0,0.2,1.3,76.0,83.0,M   ,-7.0
Lara Croft Tomb Raider: The Angel of Darknes,PS2 ,2003,Action      ,Eidos Interactive          ,0.6,0.5,0,0.2,1.2,52.0,62.0,T   ,-10.
Enter the Matrix                            ,XB  ,2003,Action      ,Atari                      ,0.7,0.4,0,0,1.2,65.0,71.0,T   ,-6.0
Tenchu: Wrath of Heaven                     ,PS2 ,2003,Action      ,Activision                 ,0.4,0.3,0.2,0.1,1.1,79.0,84.0,M   ,-5.0
The Lord of the Rings: The Return of the Kin,XB  ,2003,Action      ,Electronic Arts            ,0.7,0.4,0,0.1,1.1,84.0,91.0,T   ,-7.0
Hulk                                        ,PS2 ,2003,Action      ,Universal Interactive      ,0.5,0.4,0,0.1,1.1,71.0,83.0,T   ,-12.
Castlevania: Lament of Innocence            ,PS2 ,2003,Action      ,Konami Digital Entertainmen,0.5,0.4,0,0.1,0.9,79.0,84.0,M   ,-5.0
Prince of Persia: The Sands of Time         ,XB  ,2003,Action      ,Ubisoft                    ,0.6,0.3,0,0,0.9,92.0,78.0,T   ,14.0
Teenage Mutant Ninja Turtles                ,GBA ,2003,Action      ,Unknown                    ,0.7,0.2,0,0,0.9,71.0,88.0,E   ,-17.
Teenage Mutant Ninja Turtles                ,PS2 ,2003,Action      ,Konami Digital Entertainmen,0.5,0.3,0,0.1,0.9,59.0,87.0,E   ,-28.
Finding Nemo                                ,GC  ,2003,Action      ,THQ                        ,0.7,0.2,0,0,0.9,62.0,55.0,E   ,7.0 
Dynasty Warriors 4: Xtreme Legends          ,PS2 ,2003,Action      ,Tecmo Koei                 ,0.2,0.1,0.5,0,0.9,72.0,91.0,T   ,-19.
Beyblade VForce: Ultimate Blader Jam        ,GBA ,2003,Action      ,Atari                      ,0.5,0.2,0,0,0.7,NA  ,NA  ,E   ,NA  
Silent Hill 3                               ,PS2 ,2003,Action      ,Konami Digital Entertainmen,0.3,0.3,0,0.1,0.7,85.0,88.0,M   ,-3.0
The Lord of the Rings: The Return of the Kin,GC  ,2003,Action      ,Electronic Arts            ,0.5,0.1,0,0,0.7,84.0,85.0,T   ,-1.0
Finding Nemo                                ,XB  ,2003,Action      ,THQ                        ,0.5,0.2,0,0,0.7,63.0,NA  ,E   ,NA  
Viewtiful Joe                               ,GC  ,2003,Action      ,Capcom                     ,0.4,0.1,0.1,0,0.6,93.0,83.0,T   ,10.0
Mega Man X7                                 ,PS2 ,2003,Action      ,Capcom                     ,0.2,0.2,0.1,0.1,0.6,58.0,51.0,E   ,7.0 
Terminator 3: Rise of the Machines          ,PS2 ,2003,Action      ,Atari                      ,0.3,0.2,0,0.1,0.6,38.0,63.0,T   ,-25.
True Crime: Streets of LA                   ,GC  ,2003,Action      ,Activision                 ,0.4,0.1,0,0,0.6,77.0,73.0,M   ,4.0 
The Incredible Hulk                         ,GBA ,2003,Action      ,Universal Interactive      ,0.4,0.1,0,0,0.6,NA  ,NA  ,NA  ,NA  
The Lord of the Rings: The Return of the Kin,GBA ,2003,Action      ,Electronic Arts            ,0.4,0.1,0,0,0.6,77.0,82.0,T   ,-5.0
Legacy of Kain: Defiance                    ,PS2 ,2003,Action      ,Eidos Interactive          ,0.3,0.2,0,0.1,0.5,75.0,93.0,M   ,-18.
Power Rangers: Dino Thunder                 ,GBA ,2003,Action      ,THQ                        ,0.3,0.1,0,0,0.5,49.0,NA  ,E   ,NA  
Enter the Matrix                            ,GC  ,2003,Action      ,Atari                      ,0.3,0.1,0,0,0.5,63.0,80  ,T   ,-17 
Sphinx and the Cursed Mummy                 ,PS2 ,2003,Action      ,THQ                        ,0.2,0.2,0,0.1,0.5,NA  ,NA  ,NA  ,NA  
Spawn: Armageddon                           ,PS2 ,2003,Action      ,Electronic Arts            ,0.2,0.2,0,0.1,0.4,56.0,74.0,M   ,-18.
Scooby-Doo! Mystery Mayhem                  ,GBA ,2003,Action      ,THQ                        ,0.3,0.1,0,0,0.4,53.0,NA  ,E   ,NA  
Battlebots: Design & Destroy                ,GBA ,2003,Action      ,Majesco Entertainment      ,0.3,0.1,0,0,0.4,NA  ,NA  ,NA  ,NA  
Primal                                      ,PS2 ,2003,Action      ,Sony Computer Entertainment,0.2,0.2,0,0.1,0.4,73.0,86.0,M   ,-13.
Bionicle                                    ,PS2 ,2003,Action      ,Electronic Arts            ,0.2,0.2,0,0.1,0.4,51.0,36.0,E   ,15.0
Hunter: The Reckoning  Wayward              ,PS2 ,2003,Action      ,Interplay                  ,0.2,0.2,0,0.1,0.4,68.0,88.0,M   ,-20.
The Adventures of Jimmy Neutron Boy Genius: ,PS2 ,2003,Action      ,THQ                        ,0.2,0.2,0,0.1,0.4,NA  ,NA  ,NA  ,NA  
Disney's Brother Bear                       ,GBA ,2003,Action      ,THQ                        ,0.3,0.1,0,0,0.4,NA  ,NA  ,E   ,NA  
Evil Dead: Fistfull of Boomstick            ,PS2 ,2003,Action      ,THQ                        ,0.2,0.1,0,0.1,0.4,NA  ,NA  ,NA  ,NA  
Dog's Life                                  ,PS2 ,2003,Adventure   ,Sony Computer Entertainment,0.2,0.2,0,0.1,0.4,64.0,31.0,T   ,33.0
WWE SmackDown! Here Comes the Pain          ,PS2 ,2003,Fighting    ,THQ                        ,1.3,1.1,0,0.4,2.8,NA  ,NA  ,NA  ,NA  
Dragon Ball Z: Budokai 2                    ,PS2 ,2003,Fighting    ,Atari                      ,1.6,0.2,0.5,0.1,2.4,66.0,82.0,T   ,-16.
SoulCalibur II                              ,PS2 ,2003,Fighting    ,Namco Bandai Games         ,1.1,0.6,0.1,0.2,2.1,92.0,88.0,T   ,4.0 
Def Jam Vendetta                            ,PS2 ,2003,Fighting    ,Electronic Arts            ,0.9,0.7,0,0.2,1.9,80.0,89.0,T   ,-9.0
SoulCalibur II                              ,GC  ,2003,Fighting    ,Namco Bandai Games         ,1,0.3,0.1,0.1,1.5,93.0,91.0,T   ,2.0 
Dragon Ball Z: Taiketsu                     ,GBA ,2003,Fighting    ,Atari                      ,0.8,0.3,0,0,1.1,40.0,61.0,T   ,-21.
Naruto: Clash of Ninja 2                    ,GC  ,2003,Fighting    ,Nintendo                   ,0.4,0.1,0.5,0,1,74.0,89.0,T   ,-15.
SoulCalibur II                              ,XB  ,2003,Fighting    ,Namco Bandai Games         ,0.8,0.2,0,0,1,92.0,89.0,T   ,3.0 
MTV Celebrity Deathmatch                    ,PS2 ,2003,Fighting    ,Gotham Games               ,0.4,0.3,0,0.1,0.8,NA  ,NA  ,NA  ,NA  
Virtua Fighter 4: Evolution                 ,PS2 ,2003,Fighting    ,Sega                       ,0.3,0.3,0,0.1,0.7,93.0,90  ,T   ,3   
Dragon Ball Z: Budokai                      ,GC  ,2003,Fighting    ,Atari                      ,0.5,0.1,0,0,0.7,65.0,63.0,T   ,2.0 
Naruto: Clash of Ninja                      ,GC  ,2003,Fighting    ,Tomy Corporation           ,0.5,0.1,0,0,0.7,72.0,81.0,T   ,-9.0
Mobile Suit Z Gundam: AEUG vs. Titans       ,PS2 ,2003,Fighting    ,Namco Bandai Games         ,0,0,0.6,0,0.6,NA  ,NA  ,NA  ,NA  
Naruto: Ultimate Ninja                      ,PS2 ,2003,Fighting    ,Atari                      ,0.5,0,0,0.1,0.6,75.0,77.0,T   ,-2.0
Backyard Wrestling: Don't Try This at Home  ,PS2 ,2003,Fighting    ,Eidos Interactive          ,0.3,0.2,0,0.1,0.6,51.0,78.0,M   ,-27.
WWE Raw 2                                   ,XB  ,2003,Fighting    ,THQ                        ,0.4,0.1,0,0,0.6,68.0,73.0,T   ,-5.0
War of the Monsters                         ,PS2 ,2003,Fighting    ,Sony Computer Entertainment,0.3,0.2,0,0.1,0.5,80.0,89.0,T   ,-9.0
EyeToy Play                                 ,PS2 ,2003,Misc        ,Sony Computer Entertainment,0.9,2.3,0.2,0.8,4.2,80.0,75.0,E   ,5.0 
Mario Party 5                               ,GC  ,2003,Misc        ,Nintendo                   ,1,0.3,0.7,0.1,2.1,69.0,82.0,E   ,-13.
Pokemon Pinball: Ruby & Sapphire            ,GBA ,2003,Misc        ,Nintendo                   ,0.7,0.4,0.4,0.1,1.6,NA  ,NA  ,NA  ,NA  
Midway Arcade Treasures                     ,PS2 ,2003,Misc        ,Midway Games               ,0.7,0.6,0,0.2,1.5,76.0,NA  ,T   ,NA  
Disney's Tarzan / Disney's Aladdin in Nasira,PS  ,2003,Misc        ,Sony Computer Entertainment,0.7,0.5,0,0.1,1.2,NA  ,NA  ,NA  ,NA  
Donkey Konga                                ,GC  ,2003,Misc        ,Nintendo                   ,0.5,0.2,0.5,0,1.1,76.0,83.0,E   ,-7.0
Yu-Gi-Oh! Worldwide Edition: Stairway to the,GBA ,2003,Misc        ,Konami Digital Entertainmen,0.7,0.2,0,0,0.9,NA  ,NA  ,NA  ,NA  
Pac-Man Player's Choice Bundle              ,GC  ,2003,Misc        ,Namco Bandai Games         ,0.5,0.1,0,0,0.6,NA  ,NA  ,NA  ,NA  
Dr. Seuss' The Cat in the Hat               ,PS2 ,2003,Misc        ,Vivendi Games              ,0.3,0.2,0,0.1,0.6,56.0,65.0,E   ,-9.0
American Idol                               ,PS2 ,2003,Misc        ,Codemasters                ,0.3,0.2,0,0.1,0.6,41.0,48.0,E   ,-7.0
Taiko no Tatsujin: Appare Sandaime          ,PS2 ,2003,Misc        ,Namco Bandai Games         ,0,0,0.5,0,0.5,NA  ,NA  ,NA  ,NA  
Jeopardy!                                   ,PS2 ,2003,Misc        ,Atari                      ,0.2,0.2,0,0.1,0.5,NA  ,NA  ,NA  ,NA  
Jampack Winter 2003 (RP-M)                  ,PS2 ,2003,Misc        ,Sony Computer Entertainment,0.2,0.2,0,0.1,0.5,NA  ,NA  ,NA  ,NA  
Taiko no Tatsujin: Doki! Shinkyoku Darake no,PS2 ,2003,Misc        ,Namco Bandai Games         ,0,0,0.4,0,0.4,NA  ,NA  ,NA  ,NA  
Midway Arcade Treasures                     ,XB  ,2003,Misc        ,Midway Games               ,0.3,0.1,0,0,0.4,74.0,NA  ,T   ,NA  
Jampack Spring 2004 (RP-T)                  ,PS2 ,2003,Misc        ,Sony Computer Entertainment,0.2,0.2,0,0.1,0.4,NA  ,NA  ,NA  ,NA  
Disney's Hercules / Disney's The Jungle Book,PS  ,2003,Misc        ,Sony Computer Entertainment,0.2,0.1,0,0,0.4,NA  ,NA  ,NA  ,NA  
Jampack Winter 2003 (RP-T)                  ,PS2 ,2003,Misc        ,Sony Computer Entertainment,0.2,0.1,0,0.1,0.4,NA  ,NA  ,NA  ,NA  
Chessmaster                                 ,PS2 ,2003,Misc        ,Ubisoft                    ,0.2,0.1,0,0.1,0.4,79.0,73.0,E   ,6.0 
Super Mario Bros. 3                         ,GBA ,2003,Platform    ,Nintendo                   ,2.9,1.2,0.8,0.2,5.2,NA  ,NA  ,NA  ,NA  
Sonic Heroes                                ,PS2 ,2003,Platform    ,Sega                       ,1,1.4,0.1,0.5,3,64.0,78.0,E   ,-14.
Jak II                                      ,PS2 ,2003,Platform    ,Sony Computer Entertainment,1.7,0.7,0,0.4,2.8,87.0,82.0,T   ,5.0 
Ratchet & Clank: Going Commando             ,PS2 ,2003,Platform    ,Sony Computer Entertainment,1.4,0.8,0.3,0.2,2.8,NA  ,NA  ,NA  ,NA  
Donkey Kong Country                         ,GBA ,2003,Platform    ,Nintendo                   ,1.2,0.5,0.3,0.1,2,78.0,89.0,E   ,-11.
SpongeBob SquarePants: Battle for Bikini Bot,PS2 ,2003,Platform    ,THQ                        ,1.1,0.5,0,0.1,1.7,71.0,90  ,E   ,-19 
Sonic Heroes                                ,GC  ,2003,Platform    ,Sega                       ,1.1,0.4,0.1,0,1.6,72.0,78.0,E   ,-6.0
Disney Princess                             ,GBA ,2003,Platform    ,THQ                        ,1,0.4,0,0.1,1.5,NA  ,NA  ,E   ,NA  
Crash Bandicoot 2: N-Tranced                ,GBA ,2003,Platform    ,Vivendi Games              ,0.6,0.7,0,0.1,1.4,75.0,78.0,E   ,-3.0
Pirates of the Caribbean: The Curse of the B,GBA ,2003,Platform    ,TDK Mediactive             ,0.9,0.3,0,0,1.3,49.0,62.0,E   ,-13.
Sonic Adventure DX: Director's Cut          ,GC  ,2003,Platform    ,Sega                       ,0.9,0.3,0.1,0,1.3,57.0,79.0,E   ,-22.
SpongeBob SquarePants: Battle for Bikini Bot,GBA ,2003,Platform    ,THQ                        ,0.9,0.3,0,0,1.2,NA  ,7.3 ,E   ,NA  
Tak and the Power of Juju                   ,PS2 ,2003,Platform    ,THQ                        ,0.6,0.4,0,0.1,1.1,68.0,90  ,E   ,-22 
SpongeBob SquarePants: Battle for Bikini Bot,GC  ,2003,Platform    ,THQ                        ,0.7,0.2,0,0,0.9,71.0,86.0,E   ,-15.
Sonic Heroes                                ,XB  ,2003,Platform    ,Sega                       ,0.4,0.4,0,0.1,0.9,73.0,76.0,E   ,-3.0
The Fairly Odd Parents: Breakin Da Rules    ,PS2 ,2003,Platform    ,THQ                        ,0.3,0.2,0,0.1,0.7,NA  ,NA  ,NA  ,NA  
X2: Wolverine's Revenge                     ,PS2 ,2003,Platform    ,Activision                 ,0.3,0.2,0,0.1,0.6,58.0,72.0,T   ,-14.
SpongeBob SquarePants: Battle for Bikini Bot,XB  ,2003,Platform    ,THQ                        ,0.5,0.1,0,0,0.6,70.0,89.0,E   ,-19.
Tak and the Power of Juju                   ,GBA ,2003,Platform    ,THQ                        ,0.4,0.1,0,0,0.6,79.0,92.0,E   ,-13.
The Fairly Odd Parents: Breakin' Da Rules   ,GBA ,2003,Platform    ,THQ                        ,0.4,0.1,0,0,0.5,NA  ,NA  ,NA  ,NA  
The Hobbit                                  ,PS2 ,2003,Platform    ,Vivendi Games              ,0.3,0.2,0,0.1,0.5,59.0,86.0,E   ,-27.
Looney Tunes: Back in Action                ,PS2 ,2003,Platform    ,Warner Bros. Interactive En,0.2,0.2,0,0.1,0.5,51.0,75.0,E   ,-24.
Densetsu no Stafi 2                         ,GBA ,2003,Platform    ,Nintendo                   ,0,0,0.4,0,0.4,NA  ,NA  ,NA  ,NA  
Wario World                                 ,GC  ,2003,Platform    ,Nintendo                   ,0.3,0.1,0,0,0.4,71.0,72.0,E   ,-1.0
Mega Man Zero 2                             ,GBA ,2003,Platform    ,Capcom                     ,0.2,0.1,0.2,0,0.4,81.0,86.0,E   ,-5.0
Tak and the Power of Juju                   ,GC  ,2003,Platform    ,THQ                        ,0.3,0.1,0,0,0.4,71.0,82.0,E   ,-11.
I-Ninja                                     ,PS2 ,2003,Platform    ,Sony Computer Entertainment,0.2,0.1,0,0.1,0.4,73.0,83.0,T   ,-10.
WarioWare, Inc.: Mega MicroGame$            ,GBA ,2003,Puzzle      ,Nintendo                   ,0.4,0.1,0.7,0,1.2,NA  ,NA  ,NA  ,NA  
WarioWare, Inc.: Mega Party Game$           ,GC  ,2003,Puzzle      ,Nintendo                   ,0.2,0.1,0.4,0,0.7,NA  ,NA  ,NA  ,NA  
Need for Speed Underground                  ,PS2 ,2003,Racing      ,Electronic Arts            ,3.3,2.8,0.1,1,7.2,85.0,86.0,E   ,-1.0
Mario Kart: Double Dash!!                   ,GC  ,2003,Racing      ,Nintendo                   ,4.1,1.8,0.9,0.2,7,NA  ,NA  ,NA  ,NA  
The Simpsons: Hit & Run                     ,PS2 ,2003,Racing      ,Vivendi Games              ,1.7,2.2,0,0.8,4.7,NA  ,NA  ,NA  ,NA  
Crash Nitro Kart                            ,PS2 ,2003,Racing      ,Vivendi Games              ,0.7,1,0,0.2,1.9,69.0,77.0,E   ,-8.0
Midnight Club II                            ,PS2 ,2003,Racing      ,Take-Two Interactive       ,1.2,0.3,0,0.2,1.8,85.0,85.0,T   ,0.0 
Need for Speed Underground                  ,XB  ,2003,Racing      ,Electronic Arts            ,1.1,0.6,0,0.1,1.7,83.0,87.0,E   ,-4.0
PGR: Project Gotham Racing 2                ,XB  ,2003,Racing      ,Microsoft Game Studios     ,1,0.6,0,0.1,1.7,NA  ,NA  ,NA  ,NA  
Kirby Air Ride                              ,GC  ,2003,Racing      ,Nintendo                   ,1,0.1,0.5,0,1.6,61.0,79.0,E   ,-18.
Gran Turismo 4 Prologue                     ,PS2 ,2003,Racing      ,Sony Computer Entertainment,0,0.5,0.8,0.2,1.4,NA  ,NA  ,NA  ,NA  
The Simpsons: Hit & Run                     ,XB  ,2003,Racing      ,Vivendi Games              ,0.7,0.6,0,0.1,1.4,NA  ,NA  ,NA  ,NA  
Need for Speed Underground                  ,GC  ,2003,Racing      ,Electronic Arts            ,0.7,0.5,0,0,1.2,83.0,90  ,E   ,-7  
The Simpsons: Road Rage                     ,GBA ,2003,Racing      ,THQ                        ,0.9,0.3,0,0,1.2,55.0,68.0,E   ,-13.
NASCAR Thunder 2004                         ,PS2 ,2003,Racing      ,Electronic Arts            ,0.5,0.4,0,0.1,1.1,88.0,89.0,E   ,-1.0
Ford Racing 2                               ,PS2 ,2003,Racing      ,Empire Interactive         ,0.5,0.4,0,0.1,1,51.0,80  ,E   ,-29 
The Simpsons: Hit & Run                     ,GC  ,2003,Racing      ,Vivendi Games              ,0.8,0.2,0,0,1,NA  ,NA  ,NA  ,NA  
Colin McRae Rally 04                        ,PS2 ,2003,Racing      ,Codemasters                ,0,0.7,0,0.2,0.9,NA  ,NA  ,NA  ,NA  
Starsky & Hutch                             ,PS2 ,2003,Racing      ,Empire Interactive         ,0.5,0.3,0,0.1,0.9,NA  ,NA  ,NA  ,NA  
Tokyo Xtreme Racer 3                        ,PS2 ,2003,Racing      ,Genki                      ,0.3,0.3,0.2,0.1,0.9,63.0,89.0,E   ,-26.
ATV Quad Power Racing 2                     ,PS2 ,2003,Racing      ,Acclaim Entertainment      ,0.4,0.3,0,0.1,0.8,68.0,NA  ,E   ,NA  
F-Zero GX                                   ,GC  ,2003,Racing      ,Nintendo                   ,0.4,0.1,0.1,0,0.7,89.0,85.0,T   ,4.0 
Midnight Club II                            ,XB  ,2003,Racing      ,Take-Two Interactive       ,0.4,0.1,0,0,0.5,86.0,76.0,T   ,10.0
SplashDown: Rides Gone Wild                 ,PS2 ,2003,Racing      ,THQ                        ,0.2,0.2,0,0.1,0.5,80.0,87.0,E   ,-7.0
Spy Hunter 2                                ,PS2 ,2003,Racing      ,Midway Games               ,0.2,0.2,0,0.1,0.5,57.0,64.0,T   ,-7.0
Downhill Domination                         ,PS2 ,2003,Racing      ,Codemasters                ,0.2,0.2,0,0.1,0.5,79.0,89.0,T   ,-10.
Crash Nitro Kart                            ,GBA ,2003,Racing      ,Vivendi Games              ,0.3,0.1,0,0,0.5,77.0,83.0,E   ,-6.0
ATV Quad Power Racing 2                     ,XB  ,2003,Racing      ,Acclaim Entertainment      ,0.4,0.1,0,0,0.5,68.0,NA  ,E   ,NA  
Hot Wheels World Race                       ,PS2 ,2003,Racing      ,THQ                        ,0.2,0.2,0,0.1,0.4,55.0,77.0,E   ,-22.
Final Fantasy X-2                           ,PS2 ,2003,Role-Playing,Electronic Arts            ,1.9,1.1,2.1,0.2,5.3,85.0,66.0,T   ,19.0
Pokémon Colosseum                          ,GC  ,2003,Role-Playing,Nintendo                   ,1.2,0.6,0.7,0.1,2.5,73.0,80  ,E   ,-7  
Star Wars: Knights of the Old Republic      ,XB  ,2003,Role-Playing,Activision                 ,1.7,0.4,0,0.1,2.2,94.0,92.0,T   ,2.0 
Mario & Luigi: Superstar Saga               ,GBA ,2003,Role-Playing,Nintendo                   ,1.5,0.2,0.5,0.1,2.2,NA  ,NA  ,NA  ,NA  
Final Fantasy Tactics Advance               ,GBA ,2003,Role-Playing,SquareSoft                 ,0.8,0.4,0.9,0.1,2.1,87.0,78.0,E   ,9.0 
Star Ocean: Till The End of Time            ,PS2 ,2003,Role-Playing,Ubisoft                    ,0.8,0.2,0.6,0.1,1.7,80.0,77.0,T   ,3.0 
Final Fantasy: Crystal Chronicles           ,GC  ,2003,Role-Playing,Nintendo                   ,0.7,0.4,0.4,0,1.5,80.0,81.0,T   ,-1.0
Mega Man Battle Network 4: Red Sun / Blue Mo,GBA ,2003,Role-Playing,Capcom                     ,0.3,0,1,0,1.3,NA  ,NA  ,NA  ,NA  
Tales of Symphonia                          ,GC  ,2003,Role-Playing,Nintendo                   ,0.5,0.2,0.3,0,1.1,86.0,85.0,T   ,1.0 
Dragon Ball Z: The Legacy of Goku II        ,GBA ,2003,Role-Playing,Atari                      ,0.8,0.3,0,0,1.1,75.0,89.0,E   ,-14.
Harvest Moon: A Wonderful Life              ,GC  ,2003,Role-Playing,Ubisoft                    ,0.6,0.2,0,0,0.8,79.0,89.0,E   ,-10.
Sword of Mana                               ,GBA ,2003,Role-Playing,Nintendo                   ,0.3,0.1,0.3,0,0.7,72.0,83.0,E   ,-11.
Dragon Quest Monsters: Caravan Heart        ,GBA ,2003,Role-Playing,Enix Corporation           ,0,0,0.6,0,0.7,NA  ,NA  ,NA  ,NA  
Drakengard                                  ,PS2 ,2003,Role-Playing,Square Enix                ,0.2,0.1,0.3,0.1,0.7,63.0,91.0,M   ,-28.
Fullmetal Alchemist and the Broken Angel    ,PS2 ,2003,Role-Playing,Square Enix                ,0.1,0.1,0.3,0,0.6,56.0,81.0,T   ,-25.
Mother 1+2                                  ,GBA ,2003,Role-Playing,Nintendo                   ,0,0,0.5,0,0.5,NA  ,NA  ,NA  ,NA  
EverQuest Online Adventures                 ,PS2 ,2003,Role-Playing,Sony Online Entertainment  ,0.2,0.2,0,0.1,0.4,74.0,82.0,T   ,-8.0
Shin Megami Tensei: Nocturne                ,PS2 ,2003,Role-Playing,Ghostlight                 ,0.1,0.1,0.2,0,0.4,82.0,87.0,M   ,-5.0
Medal of Honor: Rising Sun                  ,PS2 ,2003,Shooter     ,Electronic Arts            ,2,2.2,0.1,0.8,5.1,68.0,76.0,T   ,-8.0
SOCOM II: U.S. Navy SEALs                   ,PS2 ,2003,Shooter     ,Sony Computer Entertainment,2.2,0.5,0.1,0.1,2.9,87.0,90  ,M   ,-3  
Tom Clancy's Rainbow Six 3                  ,XB  ,2003,Shooter     ,Ubisoft                    ,0.9,0.6,0,0.1,1.6,86.0,85.0,M   ,1.0 
Max Payne 2: The Fall of Max Payne          ,PS2 ,2003,Shooter     ,Take-Two Interactive       ,0.7,0.5,0,0.2,1.3,73.0,82.0,M   ,-9.0
Medal of Honor: Rising Sun                  ,XB  ,2003,Shooter     ,Electronic Arts            ,0.8,0.4,0,0.1,1.2,65.0,58.0,T   ,7.0 
Counter-Strike                              ,XB  ,2003,Shooter     ,Microsoft Game Studios     ,0.8,0.2,0,0,1.1,74.0,76.0,M   ,-2.0
Tom Clancy's Ghost Recon: Island Thunder    ,XB  ,2003,Shooter     ,Ubisoft                    ,0.6,0.2,0,0,0.9,81.0,88.0,M   ,-7.0
Brute Force                                 ,XB  ,2003,Shooter     ,Microsoft Game Studios     ,0.6,0.2,0,0,0.8,77.0,78.0,M   ,-1.0
Conflict: Desert Storm II - Back to Bagdhad ,PS2 ,2003,Shooter     ,SCi                        ,0.4,0.3,0,0.1,0.8,NA  ,NA  ,NA  ,NA  
Kill.Switch                                 ,PS2 ,2003,Shooter     ,Sony Computer Entertainment,0.3,0.3,0,0.1,0.7,73.0,83.0,T   ,-10.
Return to Castle Wolfenstein: Tides of War  ,XB  ,2003,Shooter     ,Activision                 ,0.5,0.2,0,0,0.7,84.0,88.0,M   ,-4.0
Max Payne 2: The Fall of Max Payne          ,XB  ,2003,Shooter     ,Take-Two Interactive       ,0.5,0.1,0,0,0.6,84.0,84.0,M   ,0.0 
Time Crisis 3                               ,PS2 ,2003,Shooter     ,Namco Bandai Games         ,0.3,0.2,0,0.1,0.6,81.0,81.0,T   ,0.0 
XIII                                        ,PS2 ,2003,Shooter     ,Ubisoft                    ,0.3,0.2,0,0.1,0.6,73.0,86.0,M   ,-13.
Return to Castle Wolfenstein: Operation Resu,PS2 ,2003,Shooter     ,Activision                 ,0.3,0.2,0,0.1,0.5,66.0,80  ,M   ,-14 
Freedom Fighters                            ,PS2 ,2003,Shooter     ,Electronic Arts            ,0.2,0.2,0,0.1,0.5,81.0,84.0,T   ,-3.0
Star Wars Jedi Knight: Jedi Academy         ,XB  ,2003,Shooter     ,Activision                 ,0.3,0.1,0,0,0.5,76.0,87.0,T   ,-11.
Medal of Honor: Rising Sun                  ,GC  ,2003,Shooter     ,Electronic Arts            ,0.3,0.1,0,0,0.4,68.0,64.0,T   ,4.0 
The Sims                                    ,PS2 ,2003,Simulation  ,Electronic Arts            ,1.4,1.1,0,0.2,2.8,83.0,77.0,T   ,6.0 
The Sims: Bustin' Out                       ,PS2 ,2003,Simulation  ,Electronic Arts            ,1.1,1.2,0,0.2,2.4,81.0,84.0,T   ,-3.0
The Sims: Makin' Magic                      ,PC  ,2003,Simulation  ,Electronic Arts            ,1,0.8,0,0.1,1.9,80.0,86.0,T   ,-6.0
DDRMAX2: Dance Dance Revolution             ,PS2 ,2003,Simulation  ,Konami Digital Entertainmen,1.1,0.6,0,0.2,1.8,82.0,82.0,E   ,0.0 
The Sims: Superstar                         ,PC  ,2003,Simulation  ,Electronic Arts            ,1.7,0,0,0,1.7,79.0,82.0,T   ,-3.0
The Sims: Bustin' Out                       ,GBA ,2003,Simulation  ,Electronic Arts            ,0.9,0.3,0,0.1,1.3,NA  ,NA  ,NA  ,NA  
Crimson Skies: High Road to Revenge         ,XB  ,2003,Simulation  ,Microsoft Game Studios     ,0.7,0.2,0,0,0.9,88.0,88.0,T   ,0.0 
Star Wars Rogue Squadron III: Rebel Strike  ,GC  ,2003,Simulation  ,LucasArts                  ,0.6,0.2,0,0,0.8,75.0,76.0,T   ,-1.0
Mobile Suit Gundam: Encounters in Space     ,PS2 ,2003,Simulation  ,Namco Bandai Games         ,0.1,0,0.6,0,0.7,66.0,85.0,T   ,-19.
The Sims: Bustin' Out                       ,GC  ,2003,Simulation  ,Electronic Arts            ,0.4,0.2,0,0,0.7,81.0,90  ,T   ,-9  
Harvest Moon: Friends of Mineral Town       ,GBA ,2003,Simulation  ,Ubisoft                    ,0.3,0.1,0.1,0,0.6,81.0,96.0,E   ,-15.
The Sims: Bustin' Out                       ,XB  ,2003,Simulation  ,Electronic Arts            ,0.4,0.1,0,0,0.6,81.0,89.0,T   ,-8.0
Dance Dance Revolution Ultramix             ,XB  ,2003,Simulation  ,Konami Digital Entertainmen,0.4,0.1,0,0,0.5,82.0,88.0,E   ,-6.0
The Sims                                    ,GC  ,2003,Simulation  ,Electronic Arts            ,0.3,0.1,0,0,0.5,85.0,77.0,T   ,8.0 
Secret Weapons Over Normandy                ,PS2 ,2003,Simulation  ,LucasArts                  ,0.2,0.2,0,0.1,0.5,81.0,82.0,T   ,-1.0
The Sims                                    ,XB  ,2003,Simulation  ,Electronic Arts            ,0.3,0.1,0,0,0.4,84.0,69.0,T   ,15.0
Zone of the Enders: The 2nd Runner          ,PS2 ,2003,Simulation  ,Konami Digital Entertainmen,0.1,0.1,0.1,0,0.4,82.0,89.0,M   ,-7.0
Madden NFL 2004                             ,PS2 ,2003,Sports      ,Electronic Arts            ,4.3,0.3,0,0.7,5.2,94.0,85.0,E   ,9.0 
Tony Hawk's Underground                     ,PS2 ,2003,Sports      ,Activision                 ,2.3,1.2,0,0.4,3.9,90.0,87.0,T   ,3.0 
FIFA Soccer 2004                            ,PS2 ,2003,Sports      ,Electronic Arts            ,0.6,2.4,0,0.5,3.5,84.0,64.0,E   ,20.0
